Race,Men Basketball 0,Men Baseball 0,Men CC/Track 0,Men Football 2,Men Other 0,School,Sport Category,Men Football 0,Men Other 1,Men Football 1,Men Other 2,Men Basketball 1,Men CC/Track 1,Men Baseball 1,Men Football 4,Men Other 4,Men CC/Track 3,Men Other 9,Men Football 3,Men Baseball 2,Men Baseball 7,Men Other 7
Asian,0,0,0,,,University of Nebraska-Lincoln,Men,0,,,2,,,,,,,,,,,
,,,,,,University of Nebraska-Lincoln,Men,,,,,,,,,,,,,,,
Black,6,3,7,,,University of Nebraska-Lincoln,Men,41,,,2,,,,,,,,,,,
,,,,,,University of Nebraska-Lincoln,Men,,,,,,,,,,,,,,,
Hispanic,0,0,0,,,University of Nebraska-Lincoln,Men,1,,,1,,,,,,,,,,,
,,,,,,University of Nebraska-Lincoln,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,,University of Nebraska-Lincoln,Men,1,,,0,,,,,,,,,,,
,,,,,,University of Nebraska-Lincoln,Men,,,,,,,,,,,,,,,
N-R Alien,1,0,6,,,University of Nebraska-Lincoln,Men,1,,,6,,,,,,,,,,,
,,,,,,University of Nebraska-Lincoln,Men,,,,,,,,,,,,,,,
Two or More,2,2,4,,,University of Nebraska-Lincoln,Men,4,,,7,,,,,,,,,,,
,,,,,,University of Nebraska-Lincoln,Men,,,,,,,,,,,,,,,
Unknown,1,1,1,,,University of Nebraska-Lincoln,Men,1,,,1,,,,,,,,,,,
,,,,,,University of Nebraska-Lincoln,Men,,,,,,,,,,,,,,,
White,2,26,24,,,University of Nebraska-Lincoln,Men,24,,,39,,,,,,,,,,,
,,,,,,University of Nebraska-Lincoln,Men,,,,,,,,,,,,,,,
Total,12,32,42,,,University of Nebraska-Lincoln,Men,73,,,60,,,,,,,,,,,
,,,,,,University of Nebraska at Omaha,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,1,University of Nebraska at Omaha,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nebraska at Omaha,Men,,,,,,,,,,,,,,,
Black,4,0,0,,1,University of Nebraska at Omaha,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nebraska at Omaha,Men,,,,,,,,,,,,,,,
Hispanic,0,1,0,,9,University of Nebraska at Omaha,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nebraska at Omaha,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of Nebraska at Omaha,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nebraska at Omaha,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,0,University of Nebraska at Omaha,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nebraska at Omaha,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,1,University of Nebraska at Omaha,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nebraska at Omaha,Men,,,,,,,,,,,,,,,
Unknown,2,2,0,,3,University of Nebraska at Omaha,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nebraska at Omaha,Men,,,,,,,,,,,,,,,
White,6,24,0,,42,University of Nebraska at Omaha,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nebraska at Omaha,Men,,,,,,,,,,,,,,,
Total,12,27,0,,57,University of Nebraska at Omaha,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nevada Las Vegas,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,1,University of Nevada Las Vegas,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nevada Las Vegas,Men,,,,,,,,,,,,,,,
Black,10,0,0,,0,University of Nevada Las Vegas,Men,32,,,,,,,,,,,,,,
,,,,,,University of Nevada Las Vegas,Men,,,,,,,,,,,,,,,
Hispanic,1,4,0,,11,University of Nevada Las Vegas,Men,3,,,,,,,,,,,,,,
,,,,,,University of Nevada Las Vegas,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,2,University of Nevada Las Vegas,Men,12,,,,,,,,,,,,,,
,,,,,,University of Nevada Las Vegas,Men,,,,,,,,,,,,,,,
N-R Alien,1,0,0,,16,University of Nevada Las Vegas,Men,3,,,,,,,,,,,,,,
,,,,,,University of Nevada Las Vegas,Men,,,,,,,,,,,,,,,
Two or More,0,1,0,,1,University of Nevada Las Vegas,Men,6,,,,,,,,,,,,,,
,,,,,,University of Nevada Las Vegas,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of Nevada Las Vegas,Men,0,,,,,,,,,,,,,,
,,,,,,University of Nevada Las Vegas,Men,,,,,,,,,,,,,,,
White,1,21,0,,23,University of Nevada Las Vegas,Men,29,,,,,,,,,,,,,,
,,,,,,University of Nevada Las Vegas,Men,,,,,,,,,,,,,,,
Total,13,26,0,,54,University of Nevada Las Vegas,Men,85,,,,,,,,,,,,,,
,,,,,,University of Nevada Reno,Men,,,,,,,,,,,,,,,
Asian,0,,0,,1,University of Nevada Reno,Men,0,,,,,,0,,,,,,,,
,,,,,,University of Nevada Reno,Men,,,,,,,,,,,,,,,
Black,5,,0,,0,University of Nevada Reno,Men,32,,,,,,1,,,,,,,,
,,,,,,University of Nevada Reno,Men,,,,,,,,,,,,,,,
Hispanic,1,,0,,0,University of Nevada Reno,Men,9,,,,,,3,,,,,,,,
,,,,,,University of Nevada Reno,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,,0,,0,University of Nevada Reno,Men,4,,,,,,0,,,,,,,,
,,,,,,University of Nevada Reno,Men,,,,,,,,,,,,,,,
N-R Alien,2,,0,,10,University of Nevada Reno,Men,0,,,,,,0,,,,,,,,
,,,,,,University of Nevada Reno,Men,,,,,,,,,,,,,,,
Two or More,3,,0,,0,University of Nevada Reno,Men,6,,,,,,4,,,,,,,,
,,,,,,University of Nevada Reno,Men,,,,,,,,,,,,,,,
Unknown,0,,0,,0,University of Nevada Reno,Men,1,,,,,,0,,,,,,,,
,,,,,,University of Nevada Reno,Men,,,,,,,,,,,,,,,
White,1,,0,,10,University of Nevada Reno,Men,32,,,,,,23,,,,,,,,
,,,,,,University of Nevada Reno,Men,,,,,,,,,,,,,,,
Total,12,,0,,21,University of Nevada Reno,Men,84,,,,,,32,,,,,,,,
,,,,,,University of New Hampshire,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,University of New Hampshire,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Hampshire,Men,,,,,,,,,,,,,,,
Black,0,0,0,,0,University of New Hampshire,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Hampshire,Men,,,,,,,,,,,,,,,
Hispanic,0,0,0,,0,University of New Hampshire,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Hampshire,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of New Hampshire,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Hampshire,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,0,University of New Hampshire,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Hampshire,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,0,University of New Hampshire,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Hampshire,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of New Hampshire,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Hampshire,Men,,,,,,,,,,,,,,,
White,0,0,0,,0,University of New Hampshire,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Hampshire,Men,,,,,,,,,,,,,,,
Total,0,0,0,,0,University of New Hampshire,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Mexico,Men,,,,,,,,,,,,,,,
Asian,0,,0,,,University of New Mexico,Men,,1,0,,,,0,,,,,,,,
,,,,,,University of New Mexico,Men,,,,,,,,,,,,,,,
Black,7,,4,,,University of New Mexico,Men,,2,47,,,,0,,,,,,,,
,,,,,,University of New Mexico,Men,,,,,,,,,,,,,,,
Hispanic,0,,1,,,University of New Mexico,Men,,4,6,,,,8,,,,,,,,
,,,,,,University of New Mexico,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,1,,0,,,University of New Mexico,Men,,0,1,,,,1,,,,,,,,
,,,,,,University of New Mexico,Men,,,,,,,,,,,,,,,
N-R Alien,3,,6,,,University of New Mexico,Men,,19,0,,,,0,,,,,,,,
,,,,,,University of New Mexico,Men,,,,,,,,,,,,,,,
Two or More,0,,0,,,University of New Mexico,Men,,4,4,,,,2,,,,,,,,
,,,,,,University of New Mexico,Men,,,,,,,,,,,,,,,
Unknown,0,,0,,,University of New Mexico,Men,,0,1,,,,0,,,,,,,,
,,,,,,University of New Mexico,Men,,,,,,,,,,,,,,,
White,2,,8,,,University of New Mexico,Men,,20,19,,,,18,,,,,,,,
,,,,,,University of New Mexico,Men,,,,,,,,,,,,,,,
Total,13,,19,,,University of New Mexico,Men,,51,79,,,,30,,,,,,,,
,,,,,,University of New Orleans,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,1,University of New Orleans,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Orleans,Men,,,,,,,,,,,,,,,
Black,13,1,2,,0,University of New Orleans,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Orleans,Men,,,,,,,,,,,,,,,
Hispanic,0,2,0,,1,University of New Orleans,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Orleans,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of New Orleans,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Orleans,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,2,,5,University of New Orleans,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Orleans,Men,,,,,,,,,,,,,,,
Two or More,0,1,0,,3,University of New Orleans,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Orleans,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of New Orleans,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Orleans,Men,,,,,,,,,,,,,,,
White,2,20,9,,10,University of New Orleans,Men,0,,,,,,,,,,,,,,
,,,,,,University of New Orleans,Men,,,,,,,,,,,,,,,
Total,15,24,13,,20,University of New Orleans,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Asheville,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,University of North Carolina Asheville,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Asheville,Men,,,,,,,,,,,,,,,
Black,5,1,3,,4,University of North Carolina Asheville,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Asheville,Men,,,,,,,,,,,,,,,
Hispanic,0,0,1,,1,University of North Carolina Asheville,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Asheville,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of North Carolina Asheville,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Asheville,Men,,,,,,,,,,,,,,,
N-R Alien,3,0,0,,3,University of North Carolina Asheville,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Asheville,Men,,,,,,,,,,,,,,,
Two or More,1,0,0,,1,University of North Carolina Asheville,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Asheville,Men,,,,,,,,,,,,,,,
Unknown,0,2,0,,1,University of North Carolina Asheville,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Asheville,Men,,,,,,,,,,,,,,,
White,4,19,10,,19,University of North Carolina Asheville,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Asheville,Men,,,,,,,,,,,,,,,
Total,13,22,14,,29,University of North Carolina Asheville,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Chapel Hill,Men,,,,,,,,,,,,,,,
Asian,0,1,0,,2,University of North Carolina Chapel Hill,Men,,,0,,,,,,,,,,,,
,,,,,,University of North Carolina Chapel Hill,Men,,,,,,,,,,,,,,,
Black,10,0,7,,3,University of North Carolina Chapel Hill,Men,,,60,,,,,,,,,,,,
,,,,,,University of North Carolina Chapel Hill,Men,,,,,,,,,,,,,,,
Hispanic,0,0,0,,1,University of North Carolina Chapel Hill,Men,,,1,,,,,,,,,,,,
,,,,,,University of North Carolina Chapel Hill,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of North Carolina Chapel Hill,Men,,,0,,,,,,,,,,,,
,,,,,,University of North Carolina Chapel Hill,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,1,,11,University of North Carolina Chapel Hill,Men,,,0,,,,,,,,,,,,
,,,,,,University of North Carolina Chapel Hill,Men,,,,,,,,,,,,,,,
Two or More,0,2,1,,1,University of North Carolina Chapel Hill,Men,,,7,,,,,,,,,,,,
,,,,,,University of North Carolina Chapel Hill,Men,,,,,,,,,,,,,,,
Unknown,1,1,0,,7,University of North Carolina Chapel Hill,Men,,,2,,,,,,,,,,,,
,,,,,,University of North Carolina Chapel Hill,Men,,,,,,,,,,,,,,,
White,2,12,22,,91,University of North Carolina Chapel Hill,Men,,,21,,,,,,,,,,,,
,,,,,,University of North Carolina Chapel Hill,Men,,,,,,,,,,,,,,,
Total,13,16,31,,116,University of North Carolina Chapel Hill,Men,,,92,,,,,,,,,,,,
,,,,,,University of North Carolina Wilmington,Men,,,,,,,,,,,,,,,
Asian,0,0,1,,0,University of North Carolina Wilmington,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Wilmington,Men,,,,,,,,,,,,,,,
Black,8,0,11,,0,University of North Carolina Wilmington,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Wilmington,Men,,,,,,,,,,,,,,,
Hispanic,0,0,2,,5,University of North Carolina Wilmington,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Wilmington,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of North Carolina Wilmington,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Wilmington,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,14,University of North Carolina Wilmington,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Wilmington,Men,,,,,,,,,,,,,,,
Two or More,1,1,3,,1,University of North Carolina Wilmington,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Wilmington,Men,,,,,,,,,,,,,,,
Unknown,0,1,2,,4,University of North Carolina Wilmington,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Wilmington,Men,,,,,,,,,,,,,,,
White,7,34,25,,45,University of North Carolina Wilmington,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Carolina Wilmington,Men,,,,,,,,,,,,,,,
Total,16,36,44,,69,University of North Carolina Wilmington,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Dakota,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,University of North Dakota,Men,,,0,,,,,,,,,,,,
,,,,,,University of North Dakota,Men,,,,,,,,,,,,,,,
Black,6,0,1,,0,University of North Dakota,Men,,,24,,,,,,,,,,,,
,,,,,,University of North Dakota,Men,,,,,,,,,,,,,,,
Hispanic,0,1,0,,0,University of North Dakota,Men,,,1,,,,,,,,,,,,
,,,,,,University of North Dakota,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of North Dakota,Men,,,0,,,,,,,,,,,,
,,,,,,University of North Dakota,Men,,,,,,,,,,,,,,,
N-R Alien,1,0,0,,13,University of North Dakota,Men,,,0,,,,,,,,,,,,
,,,,,,University of North Dakota,Men,,,,,,,,,,,,,,,
Two or More,1,0,1,,0,University of North Dakota,Men,,,9,,,,,,,,,,,,
,,,,,,University of North Dakota,Men,,,,,,,,,,,,,,,
Unknown,1,1,0,,1,University of North Dakota,Men,,,4,,,,,,,,,,,,
,,,,,,University of North Dakota,Men,,,,,,,,,,,,,,,
White,4,16,17,,32,University of North Dakota,Men,,,45,,,,,,,,,,,,
,,,,,,University of North Dakota,Men,,,,,,,,,,,,,,,
Total,13,18,19,,46,University of North Dakota,Men,,,84,,,,,,,,,,,,
,,,,,,University of North Florida,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,University of North Florida,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Florida,Men,,,,,,,,,,,,,,,
Black,6,0,6,,0,University of North Florida,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Florida,Men,,,,,,,,,,,,,,,
Hispanic,1,2,2,,3,University of North Florida,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Florida,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of North Florida,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Florida,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,17,University of North Florida,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Florida,Men,,,,,,,,,,,,,,,
Two or More,1,1,1,,0,University of North Florida,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Florida,Men,,,,,,,,,,,,,,,
Unknown,1,0,1,,1,University of North Florida,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Florida,Men,,,,,,,,,,,,,,,
White,3,23,16,,18,University of North Florida,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Florida,Men,,,,,,,,,,,,,,,
Total,12,26,26,,39,University of North Florida,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Texas,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,University of North Texas,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Texas,Men,,,,,,,,,,,,,,,
Black,9,0,5,,0,University of North Texas,Men,48,,,,,,,,,,,,,,
,,,,,,University of North Texas,Men,,,,,,,,,,,,,,,
Hispanic,0,0,2,,0,University of North Texas,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Texas,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of North Texas,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Texas,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,0,University of North Texas,Men,0,,,,,,,,,,,,,,
,,,,,,University of North Texas,Men,,,,,,,,,,,,,,,
Two or More,1,0,0,,0,University of North Texas,Men,5,,,,,,,,,,,,,,
,,,,,,University of North Texas,Men,,,,,,,,,,,,,,,
Unknown,0,0,5,,2,University of North Texas,Men,5,,,,,,,,,,,,,,
,,,,,,University of North Texas,Men,,,,,,,,,,,,,,,
White,1,0,9,,8,University of North Texas,Men,23,,,,,,,,,,,,,,
,,,,,,University of North Texas,Men,,,,,,,,,,,,,,,
Total,11,0,21,,10,University of North Texas,Men,81,,,,,,,,,,,,,,
,,,,,,University of Northern Colorado,Men,,,,,,,,,,,,,,,
Asian,0,2,,,0,University of Northern Colorado,Men,,,0,,,0,,,,,,,,,
,,,,,,University of Northern Colorado,Men,,,,,,,,,,,,,,,
Black,5,0,,,0,University of Northern Colorado,Men,,,32,,,2,,,,,,,,,
,,,,,,University of Northern Colorado,Men,,,,,,,,,,,,,,,
Hispanic,0,0,,,5,University of Northern Colorado,Men,,,7,,,1,,,,,,,,,
,,,,,,University of Northern Colorado,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,,,0,University of Northern Colorado,Men,,,0,,,0,,,,,,,,,
,,,,,,University of Northern Colorado,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,,,1,University of Northern Colorado,Men,,,0,,,0,,,,,,,,,
,,,,,,University of Northern Colorado,Men,,,,,,,,,,,,,,,
Two or More,0,0,,,1,University of Northern Colorado,Men,,,5,,,0,,,,,,,,,
,,,,,,University of Northern Colorado,Men,,,,,,,,,,,,,,,
Unknown,3,6,,,5,University of Northern Colorado,Men,,,11,,,0,,,,,,,,,
,,,,,,University of Northern Colorado,Men,,,,,,,,,,,,,,,
White,5,10,,,18,University of Northern Colorado,Men,,,32,,,10,,,,,,,,,
,,,,,,University of Northern Colorado,Men,,,,,,,,,,,,,,,
Total,13,18,,,30,University of Northern Colorado,Men,,,88,,,14,,,,,,,,,
,,,,,,University of Northern Iowa,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,1,University of Northern Iowa,Men,,,0,,,,,,,,,,,,
,,,,,,University of Northern Iowa,Men,,,,,,,,,,,,,,,
Black,4,0,7,,1,University of Northern Iowa,Men,,,31,,,,,,,,,,,,
,,,,,,University of Northern Iowa,Men,,,,,,,,,,,,,,,
Hispanic,0,0,1,,2,University of Northern Iowa,Men,,,0,,,,,,,,,,,,
,,,,,,University of Northern Iowa,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of Northern Iowa,Men,,,0,,,,,,,,,,,,
,,,,,,University of Northern Iowa,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,0,University of Northern Iowa,Men,,,0,,,,,,,,,,,,
,,,,,,University of Northern Iowa,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,0,University of Northern Iowa,Men,,,0,,,,,,,,,,,,
,,,,,,University of Northern Iowa,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of Northern Iowa,Men,,,0,,,,,,,,,,,,
,,,,,,University of Northern Iowa,Men,,,,,,,,,,,,,,,
White,9,0,28,,26,University of Northern Iowa,Men,,,49,,,,,,,,,,,,
,,,,,,University of Northern Iowa,Men,,,,,,,,,,,,,,,
Total,13,0,36,,30,University of Northern Iowa,Men,,,81,,,,,,,,,,,,
,,,,,,University of Notre Dame,Men,,,,,,,,,,,,,,,
Asian,0,1,0,,,University of Notre Dame,Men,,1,0,,,,,,,,,,,,
,,,,,,University of Notre Dame,Men,,,,,,,,,,,,,,,
Black,6,0,0,,,University of Notre Dame,Men,,0,36,,,,,,,,,,,,
,,,,,,University of Notre Dame,Men,,,,,,,,,,,,,,,
Hispanic,0,2,0,,,University of Notre Dame,Men,,6,1,,,,,,,,,,,,
,,,,,,University of Notre Dame,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,,University of Notre Dame,Men,,0,0,,,,,,,,,,,,
,,,,,,University of Notre Dame,Men,,,,,,,,,,,,,,,
N-R Alien,1,0,0,,,University of Notre Dame,Men,,10,0,,,,,,,,,,,,
,,,,,,University of Notre Dame,Men,,,,,,,,,,,,,,,
Two or More,1,0,0,,,University of Notre Dame,Men,,0,4,,,,,,,,,,,,
,,,,,,University of Notre Dame,Men,,,,,,,,,,,,,,,
Unknown,0,1,0,,,University of Notre Dame,Men,,2,1,,,,,,,,,,,,
,,,,,,University of Notre Dame,Men,,,,,,,,,,,,,,,
White,4,14,16,,,University of Notre Dame,Men,,99,31,,,,,,,,,,,,
,,,,,,University of Notre Dame,Men,,,,,,,,,,,,,,,
Total,12,18,16,,,University of Notre Dame,Men,,119,74,,,,,,,,,,,,
,,,,,,University of Oklahoma,Men,,,,,,,,,,,,,,,
Asian,0,,,,,University of Oklahoma,Men,,,1,,,0,,,,,,,,0,2
,,,,,,University of Oklahoma,Men,,,,,,,,,,,,,,,
Black,8,,,,,University of Oklahoma,Men,,,57,,,17,,,,,,,,0,6
,,,,,,University of Oklahoma,Men,,,,,,,,,,,,,,,
Hispanic,2,,,,,University of Oklahoma,Men,,,7,,,2,,,,,,,,4,9
,,,,,,University of Oklahoma,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,,,,,University of Oklahoma,Men,,,0,,,0,,,,,,,,0,0
,,,,,,University of Oklahoma,Men,,,,,,,,,,,,,,,
N-R Alien,2,,,,,University of Oklahoma,Men,,,0,,,1,,,,,,,,0,8
,,,,,,University of Oklahoma,Men,,,,,,,,,,,,,,,
Two or More,1,,,,,University of Oklahoma,Men,,,6,,,2,,,,,,,,3,8
,,,,,,University of Oklahoma,Men,,,,,,,,,,,,,,,
Unknown,1,,,,,University of Oklahoma,Men,,,10,,,2,,,,,,,,1,8
,,,,,,University of Oklahoma,Men,,,,,,,,,,,,,,,
White,4,,,,,University of Oklahoma,Men,,,39,,,28,,,,,,,,30,66
,,,,,,University of Oklahoma,Men,,,,,,,,,,,,,,,
Total,18,,,,,University of Oklahoma,Men,,,121,,,53,,,,,,,,45,114
,,,,,,University of Oregon,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,2,University of Oregon,Men,0,,,,,,,,,,,,,,
,,,,,,University of Oregon,Men,,,,,,,,,,,,,,,
Black,5,1,5,,0,University of Oregon,Men,40,,,,,,,,,,,,,,
,,,,,,University of Oregon,Men,,,,,,,,,,,,,,,
Hispanic,0,1,2,,1,University of Oregon,Men,3,,,,,,,,,,,,,,
,,,,,,University of Oregon,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of Oregon,Men,6,,,,,,,,,,,,,,
,,,,,,University of Oregon,Men,,,,,,,,,,,,,,,
N-R Alien,1,0,2,,7,University of Oregon,Men,1,,,,,,,,,,,,,,
,,,,,,University of Oregon,Men,,,,,,,,,,,,,,,
Two or More,1,2,1,,2,University of Oregon,Men,8,,,,,,,,,,,,,,
,,,,,,University of Oregon,Men,,,,,,,,,,,,,,,
Unknown,1,1,0,,0,University of Oregon,Men,1,,,,,,,,,,,,,,
,,,,,,University of Oregon,Men,,,,,,,,,,,,,,,
White,2,19,29,,10,University of Oregon,Men,26,,,,,,,,,,,,,,
,,,,,,University of Oregon,Men,,,,,,,,,,,,,,,
Total,10,24,39,,22,University of Oregon,Men,85,,,,,,,,,,,,,,
,,,,,,University of Pennsylvania,Men,,,,,,,,,,,,,,,
Asian,0,0,0,,0,University of Pennsylvania,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pennsylvania,Men,,,,,,,,,,,,,,,
Black,0,0,0,,0,University of Pennsylvania,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pennsylvania,Men,,,,,,,,,,,,,,,
Hispanic,0,0,0,,0,University of Pennsylvania,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pennsylvania,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of Pennsylvania,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pennsylvania,Men,,,,,,,,,,,,,,,
N-R Alien,0,0,0,,0,University of Pennsylvania,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pennsylvania,Men,,,,,,,,,,,,,,,
Two or More,0,0,0,,0,University of Pennsylvania,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pennsylvania,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of Pennsylvania,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pennsylvania,Men,,,,,,,,,,,,,,,
White,0,0,0,,0,University of Pennsylvania,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pennsylvania,Men,,,,,,,,,,,,,,,
Total,0,0,0,,0,University of Pennsylvania,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pittsburgh,Men,,,,,,,,,,,,,,,
Asian,1,0,0,,1,University of Pittsburgh,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pittsburgh,Men,,,,,,,,,,,,,,,
Black,10,0,11,,6,University of Pittsburgh,Men,53,,,,,,,,,,,,,,
,,,,,,University of Pittsburgh,Men,,,,,,,,,,,,,,,
Hispanic,0,4,0,,1,University of Pittsburgh,Men,2,,,,,,,,,,,,,,
,,,,,,University of Pittsburgh,Men,,,,,,,,,,,,,,,
Nat. Haw./PI,0,0,0,,0,University of Pittsburgh,Men,1,,,,,,,,,,,,,,
,,,,,,University of Pittsburgh,Men,,,,,,,,,,,,,,,
N-R Alien,2,1,1,,6,University of Pittsburgh,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pittsburgh,Men,,,,,,,,,,,,,,,
Two or More,0,0,1,,0,University of Pittsburgh,Men,2,,,,,,,,,,,,,,
,,,,,,University of Pittsburgh,Men,,,,,,,,,,,,,,,
Unknown,0,0,0,,0,University of Pittsburgh,Men,0,,,,,,,,,,,,,,
,,,,,,University of Pittsburgh,Men,,,,,,,,,,,,,,,
White,1,29,19,,71,University of Pittsburgh,Men,42,,,,,,,,,,,,,,
